country,region,year,gdp_growth,inflation_rate,unemployment_rate,fdi_pct_gdp,trade_openness,literacy_rate,population_growth,internet_penetration,government_debt_pct,natural_resources_rents,growth_category
Algeria,North Africa,2000,3.57,8.64,9.97,0.0,60.91,85.37,3.55,15.04,70.96,1.33,low
Mozambique,Southern Africa,2011,2.26,1.52,15.73,6.09,60.99,61.78,1.35,40.61,66.71,0.08,medium
Tanzania,East Africa,2011,7.11,16.17,7.68,3.05,61.98,62.35,2.45,8.15,46.84,2.67,low
South Africa,Southern Africa,2021,8.03,2.79,10.85,0.29,61.39,77.46,1.92,26.23,60.1,2.1,medium
Burkina Faso,West Africa,2006,7.67,14.21,1.0,2.98,10.0,52.98,1.27,35.18,23.33,2.42,medium
South Africa,Southern Africa,2011,2.23,2.83,22.34,4.41,56.29,56.57,2.43,20.37,54.62,30.0,low
Togo,West Africa,2017,-3.72,0.8,10.68,3.29,32.72,70.5,4.23,37.26,25.79,1.62,low
Eritrea,East Africa,2001,-0.8,7.77,14.73,0.0,92.53,37.26,1.65,8.99,65.16,0.74,low
Tunisia,North Africa,2019,8.76,2.56,20.75,8.21,91.72,68.98,2.37,20.27,32.68,3.33,medium
Congo,Central Africa,2019,3.3,0.89,13.8,6.01,77.04,51.4,1.19,15.77,58.26,0.33,medium
Togo,West Africa,2017,2.25,2.32,20.67,2.66,55.23,80.4,1.04,15.54,61.38,13.38,low
Congo,Central Africa,2015,9.43,2.83,4.55,2.76,39.84,74.84,1.71,13.8,56.52,10.48,high
Sierra Leone,West Africa,2017,8.3,36.68,26.38,4.4,46.85,72.46,2.05,29.97,42.36,2.9,low
Angola,Southern Africa,2018,4.57,6.96,18.52,0.68,98.85,36.07,2.09,25.66,50.79,4.06,low
Côte d'Ivoire,West Africa,2021,3.62,0.99,13.26,4.31,46.16,63.14,2.27,15.31,78.62,2.26,medium
Lesotho,Southern Africa,2010,4.1,2.25,20.55,0.17,12.89,43.81,0.85,34.46,46.51,3.25,medium
Burkina Faso,West Africa,2010,5.18,4.98,4.99,3.32,80.6,64.34,1.87,50.27,55.43,4.44,high
Tunisia,North Africa,2015,9.3,1.96,10.27,0.58,90.01,23.32,3.0,20.27,43.86,8.04,medium
Morocco,North Africa,2004,5.77,2.71,20.67,0.7,93.18,37.27,1.14,6.04,75.41,3.08,low
Senegal,West Africa,2020,6.68,1.33,1.0,7.61,80.77,86.4,2.14,14.95,56.56,1.09,high
Burundi,East Africa,2018,8.01,0.61,15.36,3.65,84.03,71.64,2.79,39.73,39.72,0.52,high
Libya,North Africa,2015,0.99,14.52,15.19,4.02,61.06,58.63,1.72,2.84,55.14,1.58,low
Burundi,East Africa,2007,6.76,2.53,23.82,0.0,18.47,48.64,2.84,9.9,50.18,12.89,low
Mali,West Africa,2008,3.62,5.21,2.5,2.01,60.56,45.48,0.98,30.72,82.85,6.78,medium
Seychelles,East Africa,2010,-3.05,2.07,21.66,4.65,72.43,68.6,3.39,37.97,54.11,16.67,low
Benin,West Africa,2015,-1.88,16.83,8.64,3.99,57.29,58.81,2.87,19.45,27.35,6.54,low
Guinea-Bissau,West Africa,2018,1.45,4.49,9.32,0.0,56.38,92.84,2.56,32.8,64.97,16.58,low
Gambia,West Africa,2016,6.09,0.73,4.67,4.02,40.72,61.67,3.62,25.82,90.72,5.06,high
Tunisia,North Africa,2022,4.84,4.82,5.47,4.42,39.97,66.06,2.17,20.03,78.94,4.14,medium
Djibouti,East Africa,2023,5.05,5.98,14.42,6.71,96.76,40.01,1.88,36.78,32.94,30.0,medium
Uganda,East Africa,2016,10.35,0.6,5.33,1.86,97.49,58.51,3.87,9.78,49.63,5.05,high
Cabo Verde,West Africa,2008,0.69,10.89,16.44,0.0,59.95,68.19,4.34,22.21,54.39,8.54,low
Mauritius,East Africa,2014,4.42,4.57,8.02,1.01,65.63,58.29,1.81,41.38,54.63,0.63,medium
Benin,West Africa,2010,5.41,1.1,4.72,0.76,40.38,56.26,2.39,31.31,62.62,3.74,medium
Gambia,West Africa,2015,2.29,17.62,8.83,5.34,72.85,70.88,3.55,36.87,48.12,1.37,medium
Burundi,East Africa,2019,4.58,9.16,14.02,0.0,95.19,92.27,2.42,22.02,36.69,1.97,low
Madagascar,Southern Africa,2008,-0.3,6.46,10.34,2.38,29.42,67.61,3.09,54.33,74.04,2.91,medium
Lesotho,Southern Africa,2012,8.73,0.28,12.21,7.06,69.28,85.6,3.28,43.34,32.53,2.91,high
Côte d'Ivoire,West Africa,2001,2.46,21.24,16.18,3.52,70.78,76.19,1.94,51.96,38.96,7.41,low
Angola,Southern Africa,2017,10.59,3.37,18.49,5.74,70.55,84.52,2.92,41.01,32.4,9.8,high
Benin,West Africa,2011,4.4,2.83,10.14,0.0,92.86,54.03,2.49,8.94,67.24,2.35,low
Equatorial Guinea,Central Africa,2011,7.58,0.37,5.73,0.0,100.72,61.28,1.28,35.03,57.13,1.16,high
Malawi,Southern Africa,2012,4.34,2.15,12.46,7.09,55.33,61.35,1.51,14.52,72.67,10.51,medium
Guinea,West Africa,2005,4.41,12.74,14.82,3.75,73.46,74.83,1.85,13.65,39.3,3.87,low
Egypt,North Africa,2014,2.75,12.55,3.24,3.76,61.68,79.26,3.43,29.3,29.94,20.56,medium
Kenya,East Africa,2017,4.86,0.63,6.66,0.7,47.36,67.25,3.46,20.7,46.12,9.77,medium
Egypt,North Africa,2008,5.45,3.47,7.68,3.75,65.42,80.78,3.25,13.22,51.35,2.4,medium
DRC,Central Africa,2003,2.15,8.55,10.75,0.64,73.43,54.86,2.94,5.28,59.18,12.66,low
Eswatini,Southern Africa,2009,4.12,4.58,7.43,6.47,64.34,80.94,2.91,17.11,21.35,10.21,medium
Mauritius,East Africa,2004,2.67,1.75,16.24,10.32,42.38,83.28,2.78,35.84,64.57,1.21,high
Equatorial Guinea,Central Africa,2008,11.4,6.64,2.37,4.71,50.73,77.19,2.91,2.86,37.12,0.37,high
Egypt,North Africa,2015,4.23,4.54,2.52,1.91,50.88,67.42,2.98,8.4,42.05,3.36,medium
DRC,Central Africa,2002,9.14,4.93,10.0,0.0,43.15,77.84,1.1,17.94,78.47,9.4,medium
Cameroon,Central Africa,2017,3.91,1.2,10.95,0.0,66.27,48.91,1.71,30.27,11.34,2.97,medium
South Africa,Southern Africa,2005,5.28,3.59,3.27,7.39,68.36,68.57,1.47,24.54,61.45,2.87,medium
Niger,West Africa,2021,0.54,9.55,8.36,0.93,79.59,70.41,3.61,12.09,61.37,1.21,low
Guinea,West Africa,2017,3.16,4.57,9.59,2.57,42.85,41.07,4.15,10.06,38.62,0.15,low
Sudan,North Africa,2006,5.13,6.47,9.64,5.14,48.45,73.54,0.33,18.7,46.06,1.74,medium
Gambia,West Africa,2013,9.26,3.06,12.91,7.21,91.09,42.52,4.06,36.35,79.42,18.72,high
Angola,Southern Africa,2002,5.17,10.92,8.03,3.0,56.71,57.3,2.59,26.96,94.26,1.25,low
DRC,Central Africa,2002,8.65,0.8,20.87,2.49,60.6,65.72,3.51,36.84,76.29,1.7,high
Botswana,Southern Africa,2022,6.42,8.21,14.93,3.68,56.5,51.85,3.01,43.48,92.72,7.34,medium
Comoros,East Africa,2019,9.38,1.34,7.16,1.93,82.66,66.49,3.94,45.48,41.17,4.49,high
Nigeria,West Africa,2003,4.32,1.98,12.57,2.07,83.44,66.2,2.71,19.75,23.4,1.55,medium
Senegal,West Africa,2006,11.67,15.08,12.74,4.53,82.26,50.24,1.14,22.58,53.95,7.25,medium
Equatorial Guinea,Central Africa,2004,3.04,3.58,19.29,3.96,60.53,75.22,2.39,29.94,71.1,5.89,medium
Eritrea,East Africa,2009,2.2,3.99,8.4,8.83,42.55,51.25,3.02,16.03,17.9,1.42,medium
Mauritius,East Africa,2006,0.87,7.14,16.6,4.6,98.5,99.0,2.28,41.01,36.47,8.58,medium
Zambia,Southern Africa,2007,11.49,8.13,12.25,6.38,77.13,63.03,3.16,41.69,38.69,2.09,high
Mali,West Africa,2012,6.96,6.99,20.95,0.82,50.87,43.92,2.43,39.72,62.13,7.42,medium
Eritrea,East Africa,2004,3.5,5.55,19.75,4.81,88.48,47.28,1.9,21.96,59.55,0.9,low
Algeria,North Africa,2021,8.25,0.05,13.18,1.69,49.29,85.66,1.41,48.87,39.5,2.41,high
Mozambique,Southern Africa,2017,6.56,1.16,10.43,4.49,88.21,57.64,2.11,25.77,58.6,18.35,medium
Sierra Leone,West Africa,2018,10.4,2.2,15.04,5.22,89.57,40.45,2.7,5.49,32.1,8.04,high
Liberia,West Africa,2004,-0.14,12.64,10.92,3.62,41.57,80.37,0.54,36.11,46.47,1.69,low
Kenya,East Africa,2016,3.7,17.77,22.08,9.52,71.64,57.52,1.72,38.95,29.7,1.62,medium
Benin,West Africa,2020,3.11,4.55,12.47,7.07,75.64,76.76,0.5,8.68,52.0,7.39,low
Mali,West Africa,2004,-1.42,3.22,9.57,6.44,112.3,81.84,1.88,8.28,38.99,3.56,low
Benin,West Africa,2018,7.68,22.49,9.24,5.41,45.15,69.94,3.7,14.36,68.81,0.1,medium
Sao Tome and Principe,Central Africa,2008,3.69,4.93,4.72,7.91,88.65,99.0,1.31,25.19,54.48,1.63,high
DRC,Central Africa,2018,6.72,8.63,15.34,0.0,60.35,33.95,3.2,18.32,50.47,1.63,low
Namibia,Southern Africa,2011,11.58,5.76,7.08,6.93,35.17,50.28,5.35,16.78,90.36,1.44,high
Zimbabwe,Southern Africa,2019,3.44,3.18,18.59,1.02,57.6,60.39,3.95,23.87,62.67,12.77,low
Gabon,Central Africa,2003,3.24,3.95,4.24,2.09,60.05,99.0,2.63,8.3,47.64,8.17,medium
Senegal,West Africa,2009,4.86,7.24,12.76,4.9,38.82,97.36,3.36,10.38,43.33,0.39,medium
Angola,Southern Africa,2006,7.46,16.45,18.9,6.58,66.24,88.2,1.13,4.15,31.38,5.04,medium
Gabon,Central Africa,2005,2.8,3.99,1.0,0.62,79.16,50.71,0.93,30.86,53.68,12.2,medium
Mauritania,West Africa,2007,2.61,3.65,24.11,2.22,64.76,52.8,2.53,14.75,61.15,1.76,low
Algeria,North Africa,2009,7.67,0.39,9.45,3.74,49.16,50.09,2.9,40.91,16.71,4.81,high
Eritrea,East Africa,2003,5.64,0.9,12.85,3.03,57.03,50.9,3.59,38.44,27.72,26.59,medium
Botswana,Southern Africa,2016,-1.63,0.06,15.43,5.64,59.91,91.87,1.93,32.76,44.68,9.71,low
Malawi,Southern Africa,2013,0.82,0.94,16.36,12.09,64.35,60.61,2.69,31.42,33.04,0.41,medium
Cabo Verde,West Africa,2019,9.0,10.42,13.64,4.55,82.2,62.99,2.66,12.29,55.87,1.8,medium
Congo,Central Africa,2016,5.71,9.15,17.98,1.66,65.44,78.94,2.37,29.95,58.64,16.87,medium
Niger,West Africa,2003,2.21,10.43,15.11,0.26,31.95,35.06,2.43,29.85,52.55,8.8,low
Nigeria,West Africa,2001,3.99,0.21,22.57,2.69,48.75,65.95,1.65,15.63,66.0,0.52,low
Liberia,West Africa,2010,4.54,7.63,15.13,1.15,63.32,45.26,2.78,14.88,43.3,1.19,low
Ghana,West Africa,2011,6.71,2.2,23.79,4.67,82.48,59.7,2.7,52.56,54.08,5.78,high
Botswana,Southern Africa,2005,0.43,4.44,17.41,4.63,85.96,54.44,2.06,31.52,34.93,1.65,low
Burundi,East Africa,2018,1.98,15.09,1.17,2.34,95.49,53.52,3.17,14.4,60.69,11.91,low
Rwanda,East Africa,2013,5.32,5.69,27.67,8.46,62.61,69.06,3.53,19.88,56.52,2.55,medium
Sudan,North Africa,2017,4.2,0.87,8.55,1.66,75.27,68.98,3.18,7.95,31.03,13.5,medium
Eritrea,East Africa,2002,6.22,3.43,20.97,3.2,30.91,61.04,1.46,6.09,51.9,0.94,low
Sudan,North Africa,2019,0.81,21.74,12.16,5.1,68.6,71.67,2.6,23.49,54.24,9.84,low
Zambia,Southern Africa,2004,5.57,15.98,18.37,5.73,38.49,49.36,1.59,7.38,60.62,4.95,low
Equatorial Guinea,Central Africa,2010,7.77,10.86,7.87,6.69,58.75,77.27,2.6,16.47,61.36,2.7,medium
Cabo Verde,West Africa,2010,5.96,0.94,15.75,4.57,120.0,61.29,1.59,15.92,40.58,1.89,medium
Namibia,Southern Africa,2019,4.92,1.16,10.48,6.13,66.07,56.29,3.78,17.85,70.27,11.49,medium
Sao Tome and Principe,Central Africa,2006,4.21,0.71,21.47,1.84,42.72,50.69,3.28,6.02,65.46,12.42,low
Tunisia,North Africa,2005,2.0,0.99,14.63,5.8,68.16,60.65,3.65,16.55,40.51,5.5,medium
Ghana,West Africa,2008,4.28,0.08,17.62,5.76,49.66,98.67,3.55,40.14,32.15,6.16,medium
Equatorial Guinea,Central Africa,2008,8.28,12.88,1.0,7.28,40.79,63.86,2.23,29.68,42.04,10.06,high
Guinea-Bissau,West Africa,2004,4.14,8.34,11.49,0.0,102.06,44.4,2.07,19.7,25.57,4.11,low
Namibia,Southern Africa,2004,1.83,10.86,14.46,1.23,81.34,81.54,4.24,19.92,59.16,2.07,low
Congo,Central Africa,2005,3.02,4.67,13.34,5.56,66.91,56.51,2.33,3.7,78.67,3.22,low
Algeria,North Africa,2011,5.1,0.02,17.77,0.0,52.16,70.11,1.15,20.77,83.43,0.83,medium
Benin,West Africa,2008,3.38,4.33,9.8,4.73,53.78,54.1,3.51,17.23,33.21,13.59,medium
Zimbabwe,Southern Africa,2009,5.96,0.45,12.29,6.15,90.85,88.05,2.64,11.67,70.74,6.77,high
Mauritius,East Africa,2017,6.07,13.48,19.09,2.06,66.13,54.37,4.01,17.59,56.69,2.8,low
Malawi,Southern Africa,2005,7.17,0.22,1.0,2.42,10.0,90.16,2.74,30.96,10.0,5.14,high
Niger,West Africa,2021,8.77,2.64,15.54,0.81,108.42,46.11,2.48,27.9,48.35,1.04,high
Tanzania,East Africa,2018,7.49,12.66,10.0,2.2,63.66,59.73,4.03,7.05,46.13,0.43,low
Equatorial Guinea,Central Africa,2004,1.7,10.69,6.53,2.27,66.87,90.2,0.96,20.32,79.22,3.99,low
Botswana,Southern Africa,2007,1.79,12.03,14.02,1.79,81.73,68.03,1.91,31.84,37.58,3.73,low
Egypt,North Africa,2004,4.27,6.99,19.36,1.66,69.31,99.0,1.61,48.87,66.26,0.46,medium
Senegal,West Africa,2006,3.15,1.54,18.23,2.82,74.94,60.16,0.3,15.7,52.86,0.72,medium
Rwanda,East Africa,2008,1.09,10.66,11.19,2.79,51.53,69.63,3.37,26.23,26.08,1.38,low
Rwanda,East Africa,2003,3.17,13.8,17.25,8.19,35.4,99.0,1.94,6.83,43.96,8.89,low
Comoros,East Africa,2000,3.08,13.99,17.21,2.51,65.6,37.75,3.41,26.78,85.63,0.99,low
Algeria,North Africa,2010,2.48,11.32,11.48,4.36,88.63,35.52,2.89,35.05,51.53,3.39,low
Angola,Southern Africa,2016,3.55,7.49,7.84,2.06,47.04,50.68,3.11,34.7,73.12,7.41,medium
Morocco,North Africa,2007,8.04,15.95,8.19,2.03,45.44,79.64,2.04,32.84,72.02,7.28,medium
Côte d'Ivoire,West Africa,2020,5.1,11.1,17.03,0.0,84.42,36.02,1.74,20.53,46.03,2.26,low
Comoros,East Africa,2008,11.92,0.49,11.75,0.0,50.86,75.75,2.59,20.08,29.33,2.33,high
Sao Tome and Principe,Central Africa,2021,5.01,2.44,5.72,0.48,51.79,74.48,3.42,24.25,31.96,0.51,medium
Egypt,North Africa,2005,3.63,2.96,1.89,3.96,52.54,99.0,2.45,34.65,84.03,30.0,high
Libya,North Africa,2012,4.51,13.93,16.99,6.19,58.7,83.82,1.8,27.93,58.03,4.25,medium
Mozambique,Southern Africa,2018,5.27,5.76,8.72,0.0,28.53,71.55,1.3,47.76,20.32,8.73,medium
Morocco,North Africa,2001,5.81,0.38,13.98,2.13,49.21,89.46,2.7,38.17,71.68,0.61,high
Cameroon,Central Africa,2022,10.73,0.78,19.44,0.08,64.61,74.7,1.95,29.38,19.26,22.53,high
Morocco,North Africa,2008,1.96,2.61,4.15,2.84,64.46,56.72,2.43,37.88,38.48,0.29,medium
Guinea,West Africa,2011,7.08,1.73,11.73,6.19,83.16,44.4,2.26,8.66,56.63,0.82,medium
Namibia,Southern Africa,2015,5.12,1.24,10.98,2.38,96.79,54.75,2.06,35.36,105.41,1.99,medium
Togo,West Africa,2015,-0.21,2.21,14.28,3.38,90.25,64.28,2.79,24.95,71.32,0.09,low
Gambia,West Africa,2000,6.81,7.56,19.43,7.14,78.29,68.15,3.05,42.67,45.35,0.61,medium
Guinea,West Africa,2020,8.3,8.58,4.02,4.64,57.03,26.57,4.47,19.49,55.57,3.07,high
Nigeria,West Africa,2014,1.93,18.16,15.42,1.6,47.54,61.05,3.26,17.27,73.39,1.44,low
Tanzania,East Africa,2023,4.47,5.6,18.19,3.9,60.36,65.51,4.09,41.84,83.44,4.9,medium
Madagascar,Southern Africa,2011,-0.68,2.78,10.88,1.43,71.71,74.86,1.68,8.65,50.05,8.52,low
Côte d'Ivoire,West Africa,2014,0.72,3.73,11.18,4.55,76.44,94.28,0.9,17.21,50.63,0.44,low
Mauritius,East Africa,2010,7.64,0.3,14.51,4.79,72.46,68.34,2.49,36.17,38.4,2.22,high
Mauritius,East Africa,2021,3.1,2.72,14.07,0.08,57.58,48.63,3.36,20.74,68.3,5.21,medium
Mauritius,East Africa,2019,1.17,1.52,15.49,3.94,75.74,32.27,3.2,23.13,75.52,5.08,low
Libya,North Africa,2021,5.19,0.91,15.37,3.21,85.22,77.37,3.71,46.78,16.23,8.74,high
Tunisia,North Africa,2012,2.93,3.31,6.11,4.86,77.6,49.36,0.0,26.72,47.06,0.45,medium
Congo,Central Africa,2018,3.09,0.98,17.94,5.58,59.36,80.6,3.75,25.46,30.73,7.53,medium
Zambia,Southern Africa,2008,6.72,0.49,19.0,4.69,43.32,90.15,2.84,17.75,58.02,5.58,medium
Liberia,West Africa,2011,1.01,6.6,13.12,2.74,42.85,37.21,0.96,1.93,30.24,8.39,low
Lesotho,Southern Africa,2018,1.78,10.08,3.04,5.83,46.38,74.97,3.22,1.98,28.6,4.85,low
Gabon,Central Africa,2001,4.96,4.05,11.31,1.32,65.14,88.27,2.67,33.88,77.47,2.66,medium
Sierra Leone,West Africa,2017,7.41,0.03,13.17,0.2,70.4,83.34,2.88,11.49,51.69,0.92,medium
Egypt,North Africa,2000,8.21,3.19,5.13,0.0,31.71,27.27,3.5,4.64,53.8,10.81,medium
Gambia,West Africa,2013,2.5,0.35,9.84,3.32,49.92,49.63,2.93,18.69,63.63,1.36,medium
Mali,West Africa,2011,7.31,7.57,3.54,1.45,64.87,41.96,1.03,32.91,74.42,3.5,medium
Botswana,Southern Africa,2011,2.15,13.83,15.64,4.49,42.01,74.42,2.36,18.36,46.63,2.91,low
Burundi,East Africa,2011,9.98,5.83,13.0,0.0,68.68,72.44,0.88,18.32,47.07,13.54,medium
Djibouti,East Africa,2011,1.1,1.79,2.13,1.88,53.85,20.0,3.15,52.52,47.16,16.36,medium
Niger,West Africa,2009,8.49,18.0,14.11,4.68,45.53,59.59,3.9,9.99,76.63,0.68,low
Cabo Verde,West Africa,2010,2.53,7.44,11.66,0.93,61.06,79.41,1.26,6.08,53.64,0.95,low
Mauritius,East Africa,2013,10.54,0.54,15.1,4.52,67.85,67.66,1.83,28.29,49.18,5.9,high
Niger,West Africa,2018,6.27,1.48,9.65,2.11,43.03,67.63,1.62,8.2,62.82,2.3,medium
Guinea,West Africa,2013,1.45,8.87,7.19,3.42,55.15,58.43,2.05,4.49,91.63,0.85,low
Burundi,East Africa,2015,2.93,1.53,7.37,4.99,69.35,45.94,2.91,31.92,56.49,2.05,medium
Gabon,Central Africa,2020,6.84,4.8,8.77,5.88,44.76,64.69,2.06,19.47,49.61,1.63,medium
Mauritania,West Africa,2023,7.66,3.23,12.11,3.73,26.84,65.94,3.15,34.0,93.86,5.74,high
Mauritius,East Africa,2002,4.29,2.35,12.89,1.46,29.27,76.07,3.57,15.75,81.6,6.24,medium
Mali,West Africa,2017,4.63,0.86,10.86,2.35,51.64,77.54,3.6,6.62,78.7,11.13,medium
Benin,West Africa,2005,6.78,8.14,9.46,5.09,33.63,66.55,1.38,9.16,44.99,2.44,medium
Senegal,West Africa,2004,4.9,6.65,9.89,0.95,53.05,84.71,3.89,38.92,43.0,3.74,medium
Comoros,East Africa,2019,0.62,14.17,27.05,3.05,93.3,58.25,3.97,25.06,18.32,6.53,low
Angola,Southern Africa,2001,2.06,1.89,7.38,2.54,32.43,39.01,4.05,26.61,74.3,4.82,medium
Togo,West Africa,2020,5.21,0.32,8.65,3.24,54.35,73.59,2.34,20.08,56.54,1.91,high
Uganda,East Africa,2018,8.15,15.98,31.76,0.98,102.65,67.27,1.75,9.95,18.98,8.82,low
Mauritius,East Africa,2023,9.35,6.4,14.53,0.0,68.16,73.94,1.52,22.57,79.04,3.85,medium
Malawi,Southern Africa,2016,6.84,0.03,3.72,4.8,52.65,42.24,1.4,54.99,48.25,5.39,high
Burkina Faso,West Africa,2020,5.36,30.86,17.06,5.91,56.86,97.23,2.51,12.9,50.72,0.69,low
Togo,West Africa,2002,6.75,14.62,6.54,0.0,68.59,77.79,3.35,45.97,24.74,10.01,medium
Guinea,West Africa,2021,2.5,2.96,17.45,4.42,93.92,59.82,3.81,33.0,64.84,0.19,low
Mauritius,East Africa,2003,4.04,6.32,10.73,6.21,49.38,48.16,2.01,44.09,65.04,4.12,medium
Burundi,East Africa,2007,2.03,2.2,9.36,4.99,44.85,84.39,2.46,51.33,54.04,4.27,medium
Benin,West Africa,2003,0.75,1.88,21.65,2.46,32.42,45.17,2.4,11.93,46.64,3.86,low
Kenya,East Africa,2009,5.5,3.74,15.4,1.14,62.06,99.0,1.86,6.75,107.53,8.37,medium
Ethiopia,East Africa,2017,5.06,2.38,17.84,3.7,31.89,53.96,3.24,33.33,30.93,6.9,medium
Malawi,Southern Africa,2006,6.56,2.63,14.61,4.12,50.72,95.97,2.86,31.22,40.57,3.84,high
Namibia,Southern Africa,2019,6.14,0.52,9.33,3.74,41.83,61.68,2.64,9.2,69.17,1.69,high
Comoros,East Africa,2014,5.23,33.99,15.67,3.05,81.48,93.45,2.86,38.03,34.71,0.66,low
Libya,North Africa,2015,6.17,6.88,19.26,0.79,49.83,51.77,3.12,29.3,33.24,0.38,medium
Libya,North Africa,2022,4.37,0.79,12.81,4.56,67.94,65.34,3.11,23.91,77.63,3.64,medium
Malawi,Southern Africa,2010,5.74,0.99,22.81,4.68,27.92,79.49,1.66,7.36,67.1,0.38,medium
Sudan,North Africa,2008,2.32,9.21,17.1,4.0,62.63,76.92,3.4,42.49,64.68,10.06,medium
Nigeria,West Africa,2023,5.61,50.0,13.27,3.78,35.94,84.81,2.76,54.17,58.64,2.88,low
Niger,West Africa,2013,6.51,4.68,13.51,7.7,51.49,56.23,2.07,22.13,41.16,7.19,medium
Angola,Southern Africa,2014,2.49,1.55,12.82,1.94,104.22,66.53,2.73,24.51,49.95,18.45,low
Morocco,North Africa,2007,4.66,31.67,4.49,6.7,78.64,87.47,2.84,18.9,53.42,5.19,low
Côte d'Ivoire,West Africa,2005,2.63,7.07,11.46,1.66,57.43,52.31,3.58,31.5,71.92,2.42,medium
Ethiopia,East Africa,2004,2.92,2.05,13.33,6.27,120.0,75.31,1.45,2.92,63.52,1.5,medium
Sierra Leone,West Africa,2005,1.13,5.31,9.5,6.58,41.7,61.06,3.82,19.92,36.44,6.42,medium
Cabo Verde,West Africa,2004,8.3,4.97,14.03,2.77,83.3,68.71,2.52,35.78,70.79,6.9,high
Mauritania,West Africa,2017,7.7,8.67,12.13,7.65,29.35,66.52,1.99,14.54,21.43,1.22,medium
Zimbabwe,Southern Africa,2001,6.11,6.62,16.64,4.67,55.12,50.81,1.96,41.45,48.59,0.46,medium
Senegal,West Africa,2015,10.42,19.12,15.98,1.31,33.04,60.31,1.5,51.46,32.16,5.9,medium
Angola,Southern Africa,2022,3.93,11.45,13.0,2.56,65.15,67.61,0.76,40.34,37.86,1.78,medium
Algeria,North Africa,2018,13.6,3.11,3.8,6.33,61.12,63.15,3.18,22.09,93.53,3.19,high
Togo,West Africa,2009,3.82,17.84,22.74,5.81,53.85,93.31,4.48,32.05,25.59,5.89,low
South Africa,Southern Africa,2001,5.27,2.26,11.15,0.85,81.84,83.18,0.88,15.42,38.62,6.23,medium
Nigeria,West Africa,2020,3.31,3.64,11.51,3.15,48.66,70.22,1.55,61.18,65.21,9.82,medium
Zambia,Southern Africa,2000,5.62,0.35,9.94,4.01,66.54,51.26,3.25,7.87,45.6,18.99,medium
Madagascar,Southern Africa,2016,7.01,9.32,9.07,2.23,76.41,50.17,2.45,53.78,58.11,5.2,high
Sudan,North Africa,2016,4.16,6.11,21.26,9.39,30.34,99.0,3.33,39.83,83.59,1.98,medium
Eritrea,East Africa,2004,9.83,9.47,20.32,4.08,45.03,46.82,2.4,10.26,68.09,23.08,medium
Burundi,East Africa,2017,5.22,23.35,14.67,3.35,61.08,67.05,1.92,35.93,45.63,0.92,low
Libya,North Africa,2004,5.31,3.49,11.35,6.48,72.6,71.5,2.27,24.73,52.33,0.08,medium
Eritrea,East Africa,2005,1.77,9.93,15.71,2.59,88.42,59.4,0.12,18.96,65.61,5.18,low
Namibia,Southern Africa,2019,5.76,7.56,12.44,6.02,55.68,46.96,1.36,18.44,67.7,3.58,medium
Guinea-Bissau,West Africa,2023,4.1,15.68,10.86,0.0,53.67,50.87,3.45,19.21,55.42,5.58,low
Libya,North Africa,2006,2.68,20.42,14.03,2.37,42.55,55.16,3.69,25.33,62.21,4.47,low
Eswatini,Southern Africa,2022,2.17,15.08,9.35,6.12,66.6,52.23,3.91,49.53,62.23,0.26,medium
Rwanda,East Africa,2021,12.52,4.62,13.51,7.43,54.06,88.9,2.94,3.95,53.16,2.61,high
Namibia,Southern Africa,2018,3.71,1.55,13.23,1.57,54.52,64.84,0.24,8.21,42.9,10.86,medium
Gabon,Central Africa,2003,0.13,0.83,15.62,1.28,58.12,55.57,1.86,6.42,69.85,1.68,low
Congo,Central Africa,2007,2.41,2.26,8.29,4.92,71.03,66.93,3.82,40.11,60.84,11.33,medium
Comoros,East Africa,2016,4.35,3.62,16.26,1.94,48.73,77.02,4.12,25.1,13.38,4.32,medium
Benin,West Africa,2023,6.14,19.21,6.56,2.83,44.56,58.8,3.86,10.34,38.48,2.17,low
Gambia,West Africa,2019,6.16,3.2,8.56,5.69,68.63,81.24,2.26,20.7,45.39,2.94,medium
Cameroon,Central Africa,2010,6.53,0.19,8.83,2.14,10.0,42.12,1.19,29.18,50.98,1.57,high
Seychelles,East Africa,2005,2.57,2.99,5.57,0.0,47.93,86.08,2.46,10.0,79.08,5.27,low
Libya,North Africa,2023,5.52,3.33,18.09,0.25,36.97,64.84,2.51,24.55,119.05,2.21,low
Lesotho,Southern Africa,2006,1.87,1.98,6.19,3.52,84.07,64.14,4.07,27.94,10.0,9.55,medium
Rwanda,East Africa,2008,2.64,5.56,7.81,0.0,51.18,52.53,2.73,2.43,61.09,0.77,low
Eswatini,Southern Africa,2023,1.75,3.71,19.53,2.76,48.79,42.9,2.52,33.87,56.39,5.86,low
DRC,Central Africa,2013,0.93,0.52,8.58,0.02,59.03,35.0,2.57,43.46,51.39,3.04,medium
Kenya,East Africa,2006,7.69,4.58,10.87,7.6,48.09,51.27,2.9,31.08,65.86,2.84,high
Benin,West Africa,2000,6.57,10.31,5.93,8.91,51.95,75.58,3.13,15.56,58.0,7.72,high
Gambia,West Africa,2010,7.43,7.58,17.0,0.85,61.94,47.7,1.78,22.4,47.77,0.77,medium
Guinea-Bissau,West Africa,2023,4.62,0.53,17.08,4.14,51.56,37.13,1.44,12.74,55.58,5.9,medium
